"count_matching_records","density"
-0.0379975596067261,0
0.0384720981608149,0
0.114941755928356,0
0.191411413695897,0
0.267881071463438,0
0.344350729230979,0
0.42082038699852,0
0.497290044766061,0
0.573759702533602,0
0.650229360301143,0
0.726699018068684,0
0.803168675836225,0
0.879638333603766,0
0.956107991371307,0
1.03257764913885,0
1.10904730690639,0
1.18551696467393,0
1.26198662244147,0
1.33845628020901,0
1.41492593797655,0
1.49139559574409,0
1.56786525351163,0
1.64433491127918,0
1.72080456904672,0
1.79727422681426,0
1.8737438845818,0
1.95021354234934,0
2.02668320011688,0
2.10315285788442,0
2.17962251565196,0
2.2560921734195,0
2.33256183118704,0
2.40903148895459,0
2.48550114672213,0
2.56197080448967,0
2.63844046225721,0
2.71491012002475,0
2.79137977779229,0
2.86784943555983,0
2.94431909332737,0
3.02078875109491,0
3.09725840886245,0
3.17372806663,0
3.25019772439754,0
3.32666738216508,0
3.40313703993262,0
3.47960669770016,0
3.5560763554677,0
3.63254601323524,0
3.70901567100278,0
3.78548532877032,0
3.86195498653786,0
3.9384246443054,0
4.01489430207295,0
4.09136395984049,0
4.16783361760803,0
4.24430327537557,0
4.32077293314311,0
4.39724259091065,0
4.47371224867819,0
4.55018190644573,0
4.62665156421327,0
4.70312122198082,0
4.77959087974836,0
4.8560605375159,0
4.93253019528344,0
5.00899985305098,0
5.08546951081852,0
5.16193916858606,0
5.2384088263536,0
5.31487848412114,0
5.39134814188868,0
5.46781779965622,0
5.54428745742377,0
5.62075711519131,0
5.69722677295885,0
5.77369643072639,0
5.85016608849393,0
5.92663574626147,0
6.00310540402901,0
6.07957506179655,0
6.15604471956409,0
6.23251437733163,0
6.30898403509918,0
6.38545369286672,0
6.46192335063426,0
6.5383930084018,0
6.61486266616934,0
6.69133232393688,0
6.76780198170442,0
6.84427163947196,0
6.9207412972395,0
6.99721095500704,0
7.07368061277459,0
7.15015027054213,0
7.22661992830967,0
7.30308958607721,0
7.37955924384475,0
7.45602890161229,0
7.53249855937983,0
7.60896821714737,0
7.68543787491491,0
7.76190753268245,0
7.83837719045,0
7.91484684821754,0
7.99131650598508,0
8.06778616375262,0
8.14425582152016,0
8.2207254792877,0
8.29719513705524,0
8.37366479482278,0
8.45013445259032,0
8.52660411035786,0
8.60307376812541,0
8.67954342589295,0
8.75601308366049,0
8.83248274142803,0
8.90895239919557,0
8.98542205696311,0
9.06189171473065,0
9.13836137249819,0
9.21483103026573,0
9.29130068803327,0
9.36777034580082,0
9.44424000356836,0
9.5207096613359,0
9.59717931910344,0
9.67364897687098,0
9.75011863463852,0
9.82658829240606,0
9.9030579501736,0
9.97952760794114,0
10.0559972657087,0
10.1324669234762,0
10.2089365812438,0
10.2854062390113,0
10.3618758967788,0
10.4383455545464,0
10.5148152123139,0
10.5912848700815,0
10.667754527849,0
10.7442241856166,0
10.8206938433841,0
10.8971635011516,0
10.9736331589192,0
11.0501028166867,0
11.1265724744543,0
11.2030421322218,0
11.2795117899893,0
11.3559814477569,0
11.4324511055244,0
11.508920763292,0
11.5853904210595,0
11.661860078827,0
11.7383297365946,0
11.8147993943621,0
11.8912690521297,0
11.9677387098972,0
12.0442083676647,0
12.1206780254323,0
12.1971476831998,0
12.2736173409674,0
12.3500869987349,0
12.4265566565025,0
12.50302631427,0
12.5794959720375,0
12.6559656298051,0
12.7324352875726,0
12.8089049453402,0
12.8853746031077,0
12.9618442608752,0
13.0383139186428,0
13.1147835764103,0
13.1912532341779,0
13.2677228919454,0
13.3441925497129,0
13.4206622074805,0
13.497131865248,0
13.5736015230156,0
13.6500711807831,0
13.7265408385507,0
13.8030104963182,0
13.8794801540857,0
13.9559498118533,0
14.0324194696208,0
14.1088891273884,0
14.1853587851559,0
14.2618284429234,0
14.338298100691,0
14.4147677584585,0
14.4912374162261,0
14.5677070739936,0
